YEAR,STATE,UNIT_ID,FIRE_NUM,FIRE_NAME,AGENCY,C_METHOD,CAUSE,INC_NUM,OBJECTIVE,COMMENTS,REPORT_AC,GIS_ACRES,Shape_Length,Shape_Area,ALARM_DATE_Con,CONT_DATE_Conv
1980,California,San Bernardino CDF,693,COXEY,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,6054,Suppression (Wildfire),,<Null>,252.9088,5325.801453,1023485.675,7/28/1980,<Null>
1980,California,Butte CDF,0001267Y,LOMA RICE ROAD,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,3259,Suppression (Wildfire),,<Null>,251.2304,5676.508995,1016693.297,10/27/1980,<Null>
1980,California,Los Angeles County,11684,FARMER JOHN FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312031,Suppression (Wildfire),,<Null>,247.0952,5382.186244,999958.6483,11/17/1980,<Null>
1980,California,Riverside CDF,0,BLUE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,246.489,4392.748089,997505.3931,<Null>,<Null>
1980,California,San Luis Obispo CDF,0,HIGHWAY 58,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,246.2781,5493.02428,996652.215,7/31/1980,<Null>
1980,California,Fresno-Kings CDF,132,RIFLE RANGE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,4920,Suppression (Wildfire),,<Null>,245.3475,3661.192683,992886.115,8/9/1980,<Null>
1980,California,Los Angeles County,8101,MUNZ & MUNZ NO. 2 FIRE,Contract County,<Null>,14 - Unknown / Unidentified,313027,Suppression (Wildfire),,<Null>,244.5508,7398.963015,989662.0948,7/30/1980,<Null>
1980,California,Yosemite National Park,110,GORDO,National Park Service,8 - Unknown,1 - Lightning,110,Resource Benefit (WFU),,243.477371,243.4783,6264.336573,985321.8812,9/23/1980,<Null>
1980,California,Nevada - Yuba - Placer CDF,1017,ROSEVILLE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,2647,Suppression (Wildfire),,<Null>,236.3227,3629.133012,956364.1217,9/13/1980,<Null>
1980,California,Los Angeles County,1169,DAVENPORT II FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312038,Suppression (Wildfire),,<Null>,228.3736,5382.887269,924195.01,11/17/1980,<Null>
1980,California,Madera - Mariposa CDF,0,RANDALL,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,227.5756,3776.276483,920965.6569,8/8/1980,<Null>
1980,California,Riverside CDF,671,RATTLESNAKE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,12214,Suppression (Wildfire),,<Null>,227.3148,4717.476007,919910.521,6/29/1980,<Null>
1980,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,212.9191,3825.092042,861652.8284,<Null>,<Null>
1980,California,Humboldt - Del Norte CDF,359,CAPE-RANCH,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,639,Suppression (Wildfire),,<Null>,202.4189,4266.55495,819160.3773,10/31/1980,<Null>
1980,California,Los Angeles County,2111,PADUA FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312036,Suppression (Wildfire),,<Null>,200.9393,4005.763174,813172.6205,8/25/1980,<Null>
1980,California,Riverside CDF,751,QUAIL,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,12868,Suppression (Wildfire),,<Null>,200.8495,3234.636695,812808.8958,7/6/1980,<Null>
1980,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,198.679,4287.918477,804025.4386,<Null>,<Null>
1980,California,Cleveland National Forest,15,CANEBRAKE,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,200,188.6603,4864.151606,763481.2983,7/27/1980,7/28/1980
1980,California,Los Angeles County,41470,H 20 FIRE,Contract County,<Null>,14 - Unknown / Unidentified,313022,Suppression (Wildfire),,<Null>,174.2005,5737.505086,704964.4624,7/27/1980,<Null>
1980,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,172.3141,3727.847908,697330.2618,<Null>,<Null>
1980,California,Madera - Mariposa CDF,265,RODUNER #2,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,846,Suppression (Wildfire),,<Null>,170.4314,3789.383366,689711.5491,8/19/1980,<Null>
1980,California,Cleveland National Forest,20,OTAY #12,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,168.3108,5281.814779,681129.7508,8/31/1980,<Null>
1980,California,Tuolumne - Calaveras CDF,146,KEILBAR,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,322,Suppression (Wildfire),,<Null>,168.1871,4565.171277,680629.2325,5/17/1980,<Null>
1980,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,166.4147,3534.944733,673456.2175,<Null>,<Null>
1980,Nevada,Toiyab National Forest,139, ,USDA Forest Service,<Null>,4 - Campfire,0,Suppression (Wildfire),,<Null>,161.4369,4154.733588,653312.0867,7/22/1980,<Null>
1980,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,158.4502,3663.086026,641225.1468,<Null>,<Null>
1980,California,San Bernardino CDF,940,STODDARD SERIES,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,7779,Suppression (Wildfire),,<Null>,155.5365,4242.995859,629433.8098,9/28/1980,<Null>
1980,California,Shasta - Trinity CDF,74,DERSCH RD.,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1017,Suppression (Wildfire),,<Null>,145.4262,3198.951113,588518.8379,6/25/1980,<Null>
1980,California,Santa Clara CDF,307,ALHAMBRA SERIES #7,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1347,Suppression (Wildfire),,<Null>,145.3672,3462.992064,588280.237,8/8/1980,<Null>
1980,California,Los Angeles County,1254,SANCHEZ FIRE,Contract County,<Null>,14 - Unknown / Unidentified,313021,Suppression (Wildfire),,<Null>,141.5945,4459.34181,573012.7386,8/3/1980,<Null>
1980,California,Los Angeles County,313028,D 80 FIRE,Contract County,<Null>,14 - Unknown / Unidentified,313028,Suppression (Wildfire),,<Null>,140.2981,5439.445267,567766.4604,7/16/1980,<Null>
1980,California,Santa Clara CDF,128,WOLFE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,796,Suppression (Wildfire),,<Null>,138.5607,3520.49448,560735.1643,6/19/1980,<Null>
1980,California,San Bernardino CDF,539,EABY #1,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,5352,Suppression (Wildfire),,<Null>,137.217,3687.268511,555297.5706,7/12/1980,<Null>
1980,California,Cleveland National Forest,27,OTAY #21,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,133.0458,2940.081261,538417.3943,11/1/1980,<Null>
1980,California,Cleveland National Forest,24,HOLLENBECK,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,129.9036,4678.473544,525701.2926,10/11/1980,<Null>
1980,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,128.4628,2987.795318,519870.3772,<Null>,<Null>
1980,California,Plumas National Forest,132, ,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,128.4344,4149.0853,519755.5388,12/14/1980,<Null>
1980,California,Los Angeles County,7630,WATSON FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312033,Suppression (Wildfire),,<Null>,125.3863,4789.490226,507420.23,6/19/1980,<Null>
1980,California,Marin County,72,FREDRICK,Contract County,<Null>,14 - Unknown / Unidentified,1000,Suppression (Wildfire),,<Null>,122.4878,3449.89541,495690.5891,8/2/1980,<Null>
1980,California,Six Rivers National Forest,59, ,USDA Forest Service,8 - Unknown,7 - Arson,0,Suppression (Wildfire),,123,122.4812,2498.911144,495663.7065,9/25/1980,9/27/1980
1980,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,116.4918,3443.474736,471425.4429,<Null>,<Null>
1980,California,Cleveland National Forest,1, ,USDA Forest Service,8 - Unknown,7 - Arson,0,Suppression (Wildfire),,116,116.3324,3014.930655,470780.4958,<Null>,<Null>
1980,California,Los Angeles County,2357,LIVE OAK FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312031,Suppression (Wildfire),,<Null>,115.0945,3035.268512,465770.7824,7/5/1980,<Null>
1980,California,Cleveland National Forest,18,OTAY #8,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,112.3379,2944.257067,454615.1711,8/17/1980,<Null>
1980,California,Riverside CDF,811,PORTOLA,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,13259,Suppression (Wildfire),,<Null>,109.7923,2425.961297,444313.6036,7/11/1980,<Null>
1980,California,Sequoia National Forest,14,CALDWELL,USDA Forest Service,8 - Unknown,9 - Miscellaneous,0,Suppression (Wildfire),,108,109.6461,3127.188037,443721.8629,6/21/1980,6/22/1980
1980,California,Sierra National Forest,124,SYCAMORE,USDA Forest Service,8 - Unknown,7 - Arson,0,Suppression (Wildfire),,120,109.0892,2618.660004,441468.334,8/13/1980,8/14/1980
1980,California,San Bernardino National Forest,201, ,USDA Forest Service,8 - Unknown,7 - Arson,0,Suppression (Wildfire),,90,107.1346,2717.184831,433558.4448,10/8/1980,10/8/1980
1980,California,Cleveland National Forest,8,PALA,USDA Forest Service,8 - Unknown,2 - Equipment Use,0,Suppression (Wildfire),,250,105.569,4004.524069,427222.6804,6/13/1980,6/14/1980
1980,California,Los Angeles County,247,HUNT FIRE,Contract County,<Null>,14 - Unknown / Unidentified,710380,Suppression (Wildfire),,<Null>,105.3437,3933.559244,426310.6973,9/1/1980,<Null>
1980,California,Los Angeles County,312033,R FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312033,Suppression (Wildfire),,<Null>,105.2021,3111.346021,425737.6723,6/23/1980,<Null>
1980,California,Six Rivers National Forest,100773,PATRICKS,USDA Forest Service,8 - Unknown,5 - Debris,0,Suppression (Wildfire),,105,104.5481,2308.741333,423091.2902,10/5/1980,10/8/1980
1980,California,Los Angeles County,0, ,Contract County,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,100.2703,3498.758196,405779.5961,11/16/1980,<Null>
1979,California,Fresno-Kings CDF,70,CIERVO,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,3227,Suppression (Wildfire),,<Null>,62902.02,69186.79927,254555426,6/7/1979,<Null>
1979,California,Ventura County,0,CREEK ROAD,Contract County,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,32706.4,55309.74038,132358101.9,9/18/1979,<Null>
1979,California,Los Angeles County,00000IRE,SAGE FIRE/USFS,Contract County,<Null>,14 - Unknown / Unidentified,00USFS0F,Suppression (Wildfire),,<Null>,28913.09,66318.87652,117007112.6,9/13/1979,<Null>
1979,California,Cleveland National Forest,27,JARDINE,USDA Forest Service,8 - Unknown,9 - Miscellaneous,0,Suppression (Wildfire),,10000,11672.89,32278.91979,47238527.15,6/11/1979,6/12/1979
1979,California,Cleveland National Forest,207, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,9429.008,29017.97553,38157842.31,<Null>,<Null>
1979,California,San Bernardino National Forest,90,MILLIE,USDA Forest Service,8 - Unknown,9 - Miscellaneous,0,Suppression (Wildfire),,6026,7560.167,35561.31533,30594909.5,7/9/1979,7/11/1979
1979,California,Eldorado National Forest,45,CHILI BAR,USDA Forest Service,8 - Unknown,4 - Campfire,0,Suppression (Wildfire),,7024,6927.485,28543.14478,28034538.62,9/16/1979,9/22/1979
1979,California,Tehama - Glenn CDF,108,SQUAW RIDGE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,580,Suppression (Wildfire),,<Null>,6860.723,46577.9759,27764360.15,7/13/1979,<Null>
1979,California,Cleveland National Forest,209, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,6150.755,32306.15112,24891222.82,<Null>,<Null>
1979,California,Los Padres National Forest,50,NACIMIENTO,USDA Forest Service,8 - Unknown,7 - Arson,0,Suppression (Wildfire),,5371,6069.882,30687.18001,24563943.02,9/1/1979,9/5/1979
1979,California,Los Angeles County,00000IRE,PINECREST FIRE/USFS,Contract County,<Null>,14 - Unknown / Unidentified,00USFS0F,Suppression (Wildfire),,<Null>,5306.302,23547.08082,21473840.73,9/11/1979,<Null>
1979,California,Tuolumne - Calaveras CDF,243,FOWLER PEAK,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,473,Suppression (Wildfire),,<Null>,5237.422,22210.42847,21195096.12,6/11/1979,<Null>
1979,California,Riverside CDF,501,MORONGO #21,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,8999,Suppression (Wildfire),,<Null>,4490.02,20722.278,18170465.74,6/3/1979,<Null>
1979,California,Los Angeles County,312038,CROWN FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312038,Suppression (Wildfire),,<Null>,3901.839,29582.11193,15790182.1,9/15/1979,<Null>
1979,California,Santa Barbara County,63,EAGLE CANYON,Contract County,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,3764.523,23787.15583,15234482.8,9/18/1979,<Null>
1979,California,Riverside CDF,1480,PASEO,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,17158,Suppression (Wildfire),,<Null>,3643.749,20378.44286,14745727.78,9/15/1979,<Null>
1979,California,Fresno-Kings CDF,0,VALERIE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,3478,Suppression (Wildfire),,3500,3517.702,26434.14593,14235636.04,6/13/1979,<Null>
1979,California,Lassen - Modoc CDF,190,WILL,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,285,Suppression (Wildfire),,<Null>,3127.661,19164.36155,12657194.86,9/18/1979,<Null>
1979,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,3120,18400.24171,12626191.71,<Null>,<Null>
1979,California,Modoc National Forest,7,HAPPY,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,2473,2827.347,16817.55495,11441867.78,7/19/1979,7/22/1979
1979,California,Tehama - Glenn CDF,59,LITTLE ANTELOPE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,377,Suppression (Wildfire),,<Null>,2735.099,15107.31783,11068554.16,6/7/1979,<Null>
1979,California,Riverside CDF,756,NORTH,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,10839,Suppression (Wildfire),,<Null>,2696.883,16180.76637,10913898.14,6/26/1979,<Null>
1979,California,San Bernardino National Forest,191,SHADOW,USDA Forest Service,8 - Unknown,2 - Equipment Use,0,Suppression (Wildfire),,2300,2601.009,12970.53518,10525908.05,9/15/1979,9/18/1979
1979,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,2536.404,21454.31252,10264462.19,<Null>,<Null>
1979,California,Los Angeles County,312037,WAYSIDE FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312037,Suppression (Wildfire),,<Null>,2498.612,33195.55097,10111522.79,7/18/1979,<Null>
1979,California,Nevada - Yuba - Placer CDF,537,ROADSIDE #70,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1288,Suppression (Wildfire),,<Null>,2400.868,18070.82618,9715968.59,7/10/1979,<Null>
1979,California,Los Angeles County,312038,BURKE FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312038,Suppression (Wildfire),,<Null>,2310.902,24147.64726,9351888.714,9/12/1979,<Null>
1979,California,Fresno-Kings CDF,115,STATE OF CAL #32,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,4056,Suppression (Wildfire),,<Null>,2292.674,23860.8082,9278122.76,7/1/1979,<Null>
1979,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,2248.742,24142.25546,9100336.096,<Null>,<Null>
1979,California,Los Angeles County,6178,CHIQUITA FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312037,Suppression (Wildfire),,<Null>,2221.698,22165.05737,8990890.99,7/18/1979,<Null>
1979,California,San Luis Obispo CDF,344,SIMMLER FFS,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1204,Suppression (Wildfire),,<Null>,2150.963,15947.03346,8704640.297,7/28/1979,<Null>
1979,California,Los Angeles County,136,MONTE FIRE/USFS,Contract County,<Null>,14 - Unknown / Unidentified,31000,Suppression (Wildfire),,<Null>,2105.883,21044.54774,8522204.78,9/13/1979,<Null>
1979,California,Los Padres National Forest,58, ,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,2090.804,11446.06693,8461183.97,<Null>,<Null>
1979,California,Los Angeles County,0, ,Contract County,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,2033.702,19393.3636,8230099.676,4/11/1979,<Null>
1979,California,Sonoma - Lake - Napa CDF,367,ROCKWELL GAP,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1469,Suppression (Wildfire),,<Null>,2012.189,17683.3036,8143039.566,9/11/1979,<Null>
1979,California,Los Padres National Forest,31,WASIOJA,USDA Forest Service,8 - Unknown,5 - Debris,0,Suppression (Wildfire),,1923,2005.523,14632.3627,8116061.895,7/20/1979,7/22/1979
1979,California,Los Angeles County,2254,MILLIE FIRE,Contract County,<Null>,14 - Unknown / Unidentified,318061,Suppression (Wildfire),,<Null>,1996.291,23206.00825,8078702.777,9/19/1979,<Null>
1979,California,Riverside CDF,556,WHITEWATER,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,9452,Suppression (Wildfire),,<Null>,1899.091,12208.12384,7685349.139,6/9/1979,<Null>
1979,California,Tulare County,147,WOODLAKE MTN.,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,3029,Suppression (Wildfire),,<Null>,1870.621,12008.37957,7570134.873,7/9/1979,<Null>
1979,California,Monterey - San Benito CDF,284,TOMASON #2,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1119,Suppression (Wildfire),,<Null>,1861.027,14723.69424,7531309.13,7/18/1979,<Null>
1979,California,Santa Barbara County,0,WASIOJA,Contract County,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,1839.162,15909.33448,7442823.226,7/20/1979,<Null>
1979,California,San Bernardino CDF,474,SIERRA SERIES,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,3673,Suppression (Wildfire),,<Null>,1838.443,13616.34493,7439916.819,6/27/1979,<Null>
1979,California,Humboldt - Del Norte CDF,199,SYLVANDALE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,280,Suppression (Wildfire),,<Null>,1808.516,12279.79798,7318805.102,8/10/1979,<Null>
1979,California,San Luis Obispo CDF,180,ELKHORN RD.,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,739,Suppression (Wildfire),,<Null>,1658.226,16029.64071,6710601.09,6/5/1979,<Null>
1979,California,Monterey - San Benito CDF,79,KAUPP,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,507,Suppression (Wildfire),,<Null>,1608.762,14117.74705,6510427.476,5/18/1979,<Null>
1979,California,Riverside CDF,475,MORONGO #14,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,8769,Suppression (Wildfire),,<Null>,1599.074,11618.3383,6471224.569,5/31/1979,<Null>
1979,California,Sequoia National Forest,83,COW,USDA Forest Service,8 - Unknown,8 - Playing with fire,0,Suppression (Wildfire),,1510,1545.236,12594.622,6253347.473,8/7/1979,8/9/1979
1979,California,Los Angeles County,11294,FALL CYN FIRE,Contract County,<Null>,14 - Unknown / Unidentified,317951,Suppression (Wildfire),,<Null>,1510.305,20118.54993,6111988.623,6/9/1979,<Null>
1979,California,Tulare County,108,TAYLOR,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,2557,Suppression (Wildfire),,<Null>,1497.994,11920.29785,6062164.94,6/20/1979,<Null>
1979,California,Northern CA District - BLM,0, ,Bureau of Land Management,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,1452.04,34782.6796,5876198.639,<Null>,<Null>
1979,California,Riverside CDF,809,BEDFORD #2,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,11207,Suppression (Wildfire),,<Null>,1438.406,13071.48065,5821024.039,6/30/1979,<Null>
1979,California,San Bernardino CDF,411,HESPERIA,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,3329,Suppression (Wildfire),,<Null>,1432.208,15086.901,5795938.096,6/14/1979,<Null>
1979,California,Tuolumne - Calaveras CDF,224,BRUNSWICK,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,440,Suppression (Wildfire),,<Null>,1352.614,16494.52232,5473836.421,6/8/1979,<Null>
1979,California,Monterey - San Benito CDF,429,FREEMAN FLAT,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1540,Suppression (Wildfire),,<Null>,1345.548,8860.278393,5445239.781,8/30/1979,<Null>
1979,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,1313.949,10756.41844,5317363.675,<Null>,<Null>
1979,California,San Diego CDF,284,OTAY #5,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,812,Suppression (Wildfire),,<Null>,1299.43,10523.49817,5258606.946,6/10/1979,<Null>
1979,California,Sequoia National Forest,78, ,USDA Forest Service,8 - Unknown,3 - Smoking,0,Suppression (Wildfire),,1430,1283.313,12661.39549,5193384.422,7/29/1979,7/31/1979
1979,California,Tulare County,142,ANTELOPE VALLEY,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,2937,Suppression (Wildfire),,<Null>,1278.822,9643.422331,5175209.001,7/5/1979,<Null>
1979,California,Riverside CDF,1477,MENIFEE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,17143,Suppression (Wildfire),,<Null>,1237.074,10325.78859,5006262.031,9/15/1979,<Null>
1979,California,Sonoma - Lake - Napa CDF,388,SEIGLER,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1528,Suppression (Wildfire),,<Null>,1224.775,12390.85192,4956488.047,9/17/1979,<Null>
1979,California,Los Angeles County,3669,VALENCIA FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312037,Suppression (Wildfire),,<Null>,1216.819,12328.9768,4924289.999,7/12/1979,<Null>
1979,California,Santa Barbara County,395,SPANISH RANCH,Contract County,<Null>,9 - Miscellaneous,1358,Suppression (Wildfire),,<Null>,1190.75,10903.48658,4818792.533,8/15/1979,<Null>
1979,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,1126.388,11284.8386,4558331.89,<Null>,<Null>
1979,California,Tuolumne - Calaveras CDF,249,GOLDEN GATE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,482,Suppression (Wildfire),,<Null>,1116.124,10959.81886,4516793.668,6/12/1979,<Null>
1979,California,Riverside CDF,772,SOPHIE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,10932,Suppression (Wildfire),,<Null>,1111.283,8927.724664,4497204.273,6/27/1979,<Null>
1979,California,Riverside CDF,937,CALVERT,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,12025,Suppression (Wildfire),,<Null>,1069.869,10303.90358,4329606.7,7/9/1979,<Null>
1979,California,San Bernardino National Forest,197,DALEY,USDA Forest Service,8 - Unknown,8 - Playing with fire,0,Suppression (Wildfire),,1445,1047.449,9171.85259,4238877.494,9/18/1979,9/20/1979
1979,California,Riverside CDF,1101,BUTTE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,13896,Suppression (Wildfire),,<Null>,1044.324,9961.355335,4226230.128,7/29/1979,<Null>
1979,California,Riverside CDF,1283,BURRO/MOR 59,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,15538,Suppression (Wildfire),,<Null>,1037.276,8634.254614,4197706.182,8/23/1979,<Null>
1979,California,San Luis Obispo CDF,227,HILLMAN,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,912,Suppression (Wildfire),,<Null>,1004.529,12800.19103,4065186.476,6/25/1979,<Null>
1979,California,Riverside CDF,1256,RAWSON,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,15238,Suppression (Wildfire),,<Null>,999.7213,11017.14271,4045728.711,8/18/1979,<Null>
1979,California,San Bernardino CDF,1072,YUCCA LOMA,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,6973,Suppression (Wildfire),,<Null>,991.2798,7714.373832,4011566.88,11/5/1979,<Null>
1979,California,Monterey - San Benito CDF,142,TANNEHILL,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,683,Suppression (Wildfire),,<Null>,981.4842,12463.31054,3971925.58,6/6/1979,<Null>
1979,California,Riverside CDF,759,BAUTISTA,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,10856,Suppression (Wildfire),,<Null>,970.887,8526.474355,3929040.305,6/26/1979,<Null>
1979,California,Cleveland National Forest,217, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,965.713,15426.6169,3908102.025,<Null>,<Null>
1979,California,Los Angeles County,316017,BOX CANYON FIRE,Contract County,<Null>,14 - Unknown / Unidentified,316017,Suppression (Wildfire),,<Null>,962.9688,12053.969,3896996.218,9/18/1979,<Null>
1979,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,928.8166,8787.298323,3758787.301,<Null>,<Null>
1979,California,Santa Barbara County,0,RANCHO FELECIA,Contract County,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,914.6152,9702.835714,3701316.589,6/22/1979,<Null>
1979,California,Los Angeles County,209,CATALINA FIRE,Contract County,<Null>,14 - Unknown / Unidentified,312031,Suppression (Wildfire),,<Null>,886.3586,13377.32129,3586966.105,9/16/1979,<Null>
1979,California,Butte CDF,327,BIDWELL PARK,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,2039,Suppression (Wildfire),,<Null>,874.2394,11761.20033,3537921.534,7/25/1979,<Null>
1979,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,827.519,8015.165553,3348850.591,<Null>,<Null>
1979,California,Los Angeles County,23110,PLACERITA FIRE,Contract County,<Null>,14 - Unknown / Unidentified,318081,Suppression (Wildfire),,<Null>,816.8439,11238.52649,3305649.857,12/12/1979,<Null>
